id,title,text,question,answers
9.14712E+11,الولايات المتحدة,الوِلَايَات المُتَّحِدَة الأَمرِيكِيَّة هِي جُمهُورِيّة دُستُورِيّة اِتِّحادِيّة تضمُّ خمسِين وِلاية ومِنطقة العاصِمة الاتّحادية. تقع مُعظم البِلادِ في وسط أَمريكا الشمالِيَّة، حيثُ تقع 48 وِلاية ووَاشِنطُن العاصِمة بين المُحِيطُ الهادِئ والمُحِيطُ الأطلسي وتحُدُّها كندا شمالاً والمَكْسِيك جنُوباً. تقع وِلاية أَلاسْكا في الشّمال الغربِيّ من القارّة، وتحُدُّها كندا شرقاً ورُوسيَا غرباً عبَر مَضِيق بيِرينغ. أما وِلاية هاواي، وهِي عِبارة عن أرْخَبيل فتقع في مُنتصف المُحِيطُ الهادِئ. كما تضُمُّ الدّولة العدِيدُ من اَلأَراضِي والجُزُرٌ في الكارِيبِي والمُحِيطُ الهادِئ.,اين تقع ولاية ألاسكا؟,"{'text': array(['الشّمال الغربِيّ من القارّة،'], dtype=object), 'answer_start': array([323], dtype=int32)}"
3.57032E+11,الولايات المتحدة,الوِلَايَات المُتَّحِدَة الأَمرِيكِيَّة هِي جُمهُورِيّة دُستُورِيّة اِتِّحادِيّة تضمُّ خمسِين وِلاية ومِنطقة العاصِمة الاتّحادية. تقع مُعظم البِلادِ في وسط أَمريكا الشمالِيَّة، حيثُ تقع 48 وِلاية ووَاشِنطُن العاصِمة بين المُحِيطُ الهادِئ والمُحِيطُ الأطلسي وتحُدُّها كندا شمالاً والمَكْسِيك جنُوباً. تقع وِلاية أَلاسْكا في الشّمال الغربِيّ من القارّة، وتحُدُّها كندا شرقاً ورُوسيَا غرباً عبَر مَضِيق بيِرينغ. أما وِلاية هاواي، وهِي عِبارة عن أرْخَبيل فتقع في مُنتصف المُحِيطُ الهادِئ. كما تضُمُّ الدّولة العدِيدُ من اَلأَراضِي والجُزُرٌ في الكارِيبِي والمُحِيطُ الهادِئ.,اين تقع ولاية هاواي؟,"{'text': array(['في مُنتصف المُحِيطُ الهادِئ.'], dtype=object), 'answer_start': array([456], dtype=int32)}"
6.02757E+11,الولايات المتحدة,الوِلَايَات المُتَّحِدَة الأَمرِيكِيَّة هِي جُمهُورِيّة دُستُورِيّة اِتِّحادِيّة تضمُّ خمسِين وِلاية ومِنطقة العاصِمة الاتّحادية. تقع مُعظم البِلادِ في وسط أَمريكا الشمالِيَّة، حيثُ تقع 48 وِلاية ووَاشِنطُن العاصِمة بين المُحِيطُ الهادِئ والمُحِيطُ الأطلسي وتحُدُّها كندا شمالاً والمَكْسِيك جنُوباً. تقع وِلاية أَلاسْكا في الشّمال الغربِيّ من القارّة، وتحُدُّها كندا شرقاً ورُوسيَا غرباً عبَر مَضِيق بيِرينغ. أما وِلاية هاواي، وهِي عِبارة عن أرْخَبيل فتقع في مُنتصف المُحِيطُ الهادِئ. كما تضُمُّ الدّولة العدِيدُ من اَلأَراضِي والجُزُرٌ في الكارِيبِي والمُحِيطُ الهادِئ.,ما هي الدولة التي تحد شمال الولايات المتحدة؟,"{'text': array(['كندا'], dtype=object), 'answer_start': array([267], dtype=int32)}"
8.0638E+11,الولايات المتحدة,تَأتِي الوِلايات المُتّحِدَة في المَركز الثّالِث من حيث المِساحة (3.79 مَليون مِيل مُربّع أو 9.83 مَليون كم²)، وتحتلّ المَرْتبَة الثّالِثة من حيث عَدّد السُكّان (307 مَليون نَسَمة). وتتميَّز الوِلايات المُتّحِدَة بِأَنّها وَاحِدَة من أَكثر دُوَلِ العالَم تنوُّعاً من حيث العِرق والثَّقافة، وجَاء ذَلك نَتِيجة الهِجرة الكَبِيرة إِليها من بُلدانٌ مُختلفة. يُعتبَرُ الاقتِصَاد اَلْأَمرِيكِيّ أكبَر اِقْتِصَاد وطَنِيّ في العالَم، حيث يُقدِّرُ إِجمالِيّ الناتِج المحلَّى لِعام 2008 بنَحو 14.3 تِرِيلِيُون دُولَار أَمرِيكِيّ (23 في المائة من المَجمُوع العالمِيّ، اِستِناداً إلى إِجمالِيّ الناتِج المحلَّى الاِسمِيّ و 21% تقريباً من حيث القوّة الشرائية).,ما هي مساحة الولايات المتحدة الأمريكية؟,"{'text': array(['(3.79 مَليون مِيل مُربّع أو 9.83 مَليون كم²)،'], dtype=object), 'answer_start': array([65], dtype=int32)}"
8.35315E+11,الولايات المتحدة,تَأتِي الوِلايات المُتّحِدَة في المَركز الثّالِث من حيث المِساحة (3.79 مَليون مِيل مُربّع أو 9.83 مَليون كم²)، وتحتلّ المَرْتبَة الثّالِثة من حيث عَدّد السُكّان (307 مَليون نَسَمة). وتتميَّز الوِلايات المُتّحِدَة بِأَنّها وَاحِدَة من أَكثر دُوَلِ العالَم تنوُّعاً من حيث العِرق والثَّقافة، وجَاء ذَلك نَتِيجة الهِجرة الكَبِيرة إِليها من بُلدانٌ مُختلفة. يُعتبَرُ الاقتِصَاد اَلْأَمرِيكِيّ أكبَر اِقْتِصَاد وطَنِيّ في العالَم، حيث يُقدِّرُ إِجمالِيّ الناتِج المحلَّى لِعام 2008 بنَحو 14.3 تِرِيلِيُون دُولَار أَمرِيكِيّ (23 في المائة من المَجمُوع العالمِيّ، اِستِناداً إلى إِجمالِيّ الناتِج المحلَّى الاِسمِيّ و 21% تقريباً من حيث القوّة الشرائية).,بماذا تمتاز الولايات المتحدة الأمريكية؟,"{'text': array(['وتتميَّز الوِلايات المُتّحِدَة بِأَنّها وَاحِدَة من أَكثر دُوَلِ العالَم تنوُّعاً من حيث العِرق والثَّقافة،'],
      dtype=object), 'answer_start': array([182], dtype=int32)}"
4.41728E+11,الولايات المتحدة,تَأتِي الوِلايات المُتّحِدَة في المَركز الثّالِث من حيث المِساحة (3.79 مَليون مِيل مُربّع أو 9.83 مَليون كم²)، وتحتلّ المَرْتبَة الثّالِثة من حيث عَدّد السُكّان (307 مَليون نَسَمة). وتتميَّز الوِلايات المُتّحِدَة بِأَنّها وَاحِدَة من أَكثر دُوَلِ العالَم تنوُّعاً من حيث العِرق والثَّقافة، وجَاء ذَلك نَتِيجة الهِجرة الكَبِيرة إِليها من بُلدانٌ مُختلفة. يُعتبَرُ الاقتِصَاد اَلْأَمرِيكِيّ أكبَر اِقْتِصَاد وطَنِيّ في العالَم، حيث يُقدِّرُ إِجمالِيّ الناتِج المحلَّى لِعام 2008 بنَحو 14.3 تِرِيلِيُون دُولَار أَمرِيكِيّ (23 في المائة من المَجمُوع العالمِيّ، اِستِناداً إلى إِجمالِيّ الناتِج المحلَّى الاِسمِيّ و 21% تقريباً من حيث القوّة الشرائية).,ما هو اجمالي الناتج المحلي لعام 2008 في الولايات المتحدة الأمريكية؟,"{'text': array(['14.3 تِرِيلِيُون دُولَار أَمرِيكِيّ'], dtype=object), 'answer_start': array([483], dtype=int32)}"
8.56341E+11,الحرب العالمية الأولى,"الحرب العالمية الأولى، وتسمى أيضاً الحرب العُظمى، كانت حرب عالمية نشبت بدايةً في أوروبا من 28 يوليو 1914 وانتهت في 11 نوفمبر 1918. وصفت وقت حدوثها ب""الحرب التي ستنهي كل الحروب""، وتم جمع أكثر من 70 مليون فرد عسكري، 60 مليون منهم أوربيين، للمشاركة في واحدة من أكبر الحروب في التاريخ.",متى نشبت الحرب العالمية الأولى؟,"{'text': array(['28 يوليو 1914'], dtype=object), 'answer_start': array([91], dtype=int32)}"
29669707375,الحرب العالمية الأولى,"الحرب العالمية الأولى، وتسمى أيضاً الحرب العُظمى، كانت حرب عالمية نشبت بدايةً في أوروبا من 28 يوليو 1914 وانتهت في 11 نوفمبر 1918. وصفت وقت حدوثها ب""الحرب التي ستنهي كل الحروب""، وتم جمع أكثر من 70 مليون فرد عسكري، 60 مليون منهم أوربيين، للمشاركة في واحدة من أكبر الحروب في التاريخ.",متى انتهت الحرب العالمية الأولى؟,"{'text': array(['11 نوفمبر 1918.'], dtype=object), 'answer_start': array([115], dtype=int32)}"
2.96472E+11,الحرب العالمية الأولى,"الحرب العالمية الأولى، وتسمى أيضاً الحرب العُظمى، كانت حرب عالمية نشبت بدايةً في أوروبا من 28 يوليو 1914 وانتهت في 11 نوفمبر 1918. وصفت وقت حدوثها ب""الحرب التي ستنهي كل الحروب""، وتم جمع أكثر من 70 مليون فرد عسكري، 60 مليون منهم أوربيين، للمشاركة في واحدة من أكبر الحروب في التاريخ.",أين نشبت الحرب العالمية الأولى في البداية؟,"{'text': array(['أوروبا'], dtype=object), 'answer_start': array([81], dtype=int32)}"
6.45939E+11,الحرب العالمية الأولى,"الحرب العالمية الأولى، وتسمى أيضاً الحرب العُظمى، كانت حرب عالمية نشبت بدايةً في أوروبا من 28 يوليو 1914 وانتهت في 11 نوفمبر 1918. وصفت وقت حدوثها ب""الحرب التي ستنهي كل الحروب""، وتم جمع أكثر من 70 مليون فرد عسكري، 60 مليون منهم أوربيين، للمشاركة في واحدة من أكبر الحروب في التاريخ. لقي أكثر من تسعة ملايين مقاتل وسبعة ملايين مدني مصرعهم نتيجة الحرب، وتعتبر أيضاً عامل مساهم في عدد من جرائم الإبادة الجماعية والإنفلونزا الأسبانية عام 1918،والذي تسبب في ما بين 50 و 100 مليون حالة وفاة في جميع أنحاء العالم. تفاقم معدل الخسائر العسكرية بسبب التطور التقني والصناعي للمتحاربين، والركود التكتيكي الناجم عن حرب الخنادق القاسية. تعد الحرب أحد أعنف صراعات في التاريخ، وتسببت في التمهيد لتغييرات سياسية كبيرة تضمنت ثورات 1917–1923 في العديد من الدول المشتركة. ساهمت الصراعات غير المحلولة في نهاية النزاع في بداية الحرب العالمية الثانية بعد عشرين سنة.",ما هو عدد القتلى نتيجة الحرب العالمية الأولى؟,"{'text': array(['أكثر من 70 مليون فرد عسكري،'], dtype=object), 'answer_start': array([186], dtype=int32)}"
9.1578E+11,الحرب العالمية الأولى,"الحرب العالمية الأولى، وتسمى أيضاً الحرب العُظمى، كانت حرب عالمية نشبت بدايةً في أوروبا من 28 يوليو 1914 وانتهت في 11 نوفمبر 1918. وصفت وقت حدوثها ب""الحرب التي ستنهي كل الحروب""، وتم جمع أكثر من 70 مليون فرد عسكري، 60 مليون منهم أوربيين، للمشاركة في واحدة من أكبر الحروب في التاريخ. لقي أكثر من تسعة ملايين مقاتل وسبعة ملايين مدني مصرعهم نتيجة الحرب، وتعتبر أيضاً عامل مساهم في عدد من جرائم الإبادة الجماعية والإنفلونزا الأسبانية عام 1918،والذي تسبب في ما بين 50 و 100 مليون حالة وفاة في جميع أنحاء العالم. تفاقم معدل الخسائر العسكرية بسبب التطور التقني والصناعي للمتحاربين، والركود التكتيكي الناجم عن حرب الخنادق القاسية. تعد الحرب أحد أعنف صراعات في التاريخ، وتسببت في التمهيد لتغييرات سياسية كبيرة تضمنت ثورات 1917–1923 في العديد من الدول المشتركة. ساهمت الصراعات غير المحلولة في نهاية النزاع في بداية الحرب العالمية الثانية بعد عشرين سنة.",في ماذا ساهمت الصراعات غير المحلولة في نهاية النزاع؟,"{'text': array(['في بداية الحرب العالمية الثانية بعد عشرين سنة.'], dtype=object), 'answer_start': array([795], dtype=int32)}"
8.53401E+11,الحرب العالمية الأولى,"الحرب العالمية الأولى، وتسمى أيضاً الحرب العُظمى، كانت حرب عالمية نشبت بدايةً في أوروبا من 28 يوليو 1914 وانتهت في 11 نوفمبر 1918. وصفت وقت حدوثها ب""الحرب التي ستنهي كل الحروب""، وتم جمع أكثر من 70 مليون فرد عسكري، 60 مليون منهم أوربيين، للمشاركة في واحدة من أكبر الحروب في التاريخ. لقي أكثر من تسعة ملايين مقاتل وسبعة ملايين مدني مصرعهم نتيجة الحرب، وتعتبر أيضاً عامل مساهم في عدد من جرائم الإبادة الجماعية والإنفلونزا الأسبانية عام 1918،والذي تسبب في ما بين 50 و 100 مليون حالة وفاة في جميع أنحاء العالم. تفاقم معدل الخسائر العسكرية بسبب التطور التقني والصناعي للمتحاربين، والركود التكتيكي الناجم عن حرب الخنادق القاسية. تعد الحرب أحد أعنف صراعات في التاريخ، وتسببت في التمهيد لتغييرات سياسية كبيرة تضمنت ثورات 1917–1923 في العديد من الدول المشتركة. ساهمت الصراعات غير المحلولة في نهاية النزاع في بداية الحرب العالمية الثانية بعد عشرين سنة.",متى انتشرت الإنفلونزا الإسبانية؟,"{'text': array(['1914'], dtype=object), 'answer_start': array([100], dtype=int32)}"
3.52642E+11,الحرب العالمية الأولى,بين عامي 1908 و 1914، كانت منطقة البلقان قد زعزع استقرارها بسبب مزيج من الإمبراطورية العثمانية الضعيفة وحروب البلقان 1912-1913 والأهداف الروسية والنمساوية المجرية المتنافسة. وفي يوم 28 يونيو 1914، قام القومي الصرب بوسني اليوغسلافيوي غافريلو برينسيب باغتيال ولي عهد النمسا الأرشيدوق فرانز فرديناند مع زوجته في سراييفو، ما أدى إلى نشوب أزمة يوليو. وفي 23 يوليو، أصدرت النمسا-المجر إنذارا نهائيا إلى صربيا. وسرعان ما استقطبت التحالفات المتشابكة جميع القوى الأوروبية الرئيسية مع الإمبراطوريات الاستعمارية الخاصة بها، وانتشر الصراع بسرعة في جميع أنحاء العالم.,متى قام غافريلو برينسيب باغتيال ولي عهد النمسا فرانز فرديناند؟,"{'text': array(['28 يونيو 1914،'], dtype=object), 'answer_start': array([182], dtype=int32)}"
1.21813E+11,الحرب العالمية الأولى,بين عامي 1908 و 1914، كانت منطقة البلقان قد زعزع استقرارها بسبب مزيج من الإمبراطورية العثمانية الضعيفة وحروب البلقان 1912-1913 والأهداف الروسية والنمساوية المجرية المتنافسة. وفي يوم 28 يونيو 1914، قام القومي الصرب بوسني اليوغسلافيوي غافريلو برينسيب باغتيال ولي عهد النمسا الأرشيدوق فرانز فرديناند مع زوجته في سراييفو، ما أدى إلى نشوب أزمة يوليو. وفي 23 يوليو، أصدرت النمسا-المجر إنذارا نهائيا إلى صربيا. وسرعان ما استقطبت التحالفات المتشابكة جميع القوى الأوروبية الرئيسية مع الإمبراطوريات الاستعمارية الخاصة بها، وانتشر الصراع بسرعة في جميع أنحاء العالم.,متى اصدرت النمسا-المجر انذارا نهائيا إلى صربيا؟,"{'text': array(['وفي 23 يوليو،'], dtype=object), 'answer_start': array([346], dtype=int32)}"
9.26848E+11,الحرب العالمية الأولى,بين عامي 1908 و 1914، كانت منطقة البلقان قد زعزع استقرارها بسبب مزيج من الإمبراطورية العثمانية الضعيفة وحروب البلقان 1912-1913 والأهداف الروسية والنمساوية المجرية المتنافسة. وفي يوم 28 يونيو 1914، قام القومي الصرب بوسني اليوغسلافيوي غافريلو برينسيب باغتيال ولي عهد النمسا الأرشيدوق فرانز فرديناند مع زوجته في سراييفو، ما أدى إلى نشوب أزمة يوليو. وفي 23 يوليو، أصدرت النمسا-المجر إنذارا نهائيا إلى صربيا. وسرعان ما استقطبت التحالفات المتشابكة جميع القوى الأوروبية الرئيسية مع الإمبراطوريات الاستعمارية الخاصة بها، وانتشر الصراع بسرعة في جميع أنحاء العالم.,متى زعزع استقرار منطقة البلقان؟,"{'text': array(['بين عامي 1908 و 1914،'], dtype=object), 'answer_start': array([0], dtype=int32)}"
65608032745,الحرب العالمية الثانية,الحرب العالمية الثانية هي حرب دولية بدأت في الأول من سبتمبر من عام 1939 في أوروبا وانتهت في الثاني من سبتمبر عام 1945، شاركت فيه الغالبية العظمى من دول العالم منها الدول العظمى في حلفين عسكريين متنازعين هما: قوات الحلفاء، ودول المحور، كما أنها الحرب الأوسع في التاريخ، وشارك فيها بصورة مباشرة أكثر من 100 مليون شخص من أكثر من 30 بلدًا، وقد وضعت الدول الرئيسية كافة قدراتها العسكرية والاقتصادية والصناعية والعلمية في خدمة المجهود الحربي.,متى بدأت الحرب العالمية الثانية؟,"{'text': array(['في الأول من سبتمبر من عام 1939'], dtype=object), 'answer_start': array([41], dtype=int32)}"
4.74538E+11,الحرب العالمية الثانية,الحرب العالمية الثانية هي حرب دولية بدأت في الأول من سبتمبر من عام 1939 في أوروبا وانتهت في الثاني من سبتمبر عام 1945، شاركت فيه الغالبية العظمى من دول العالم منها الدول العظمى في حلفين عسكريين متنازعين هما: قوات الحلفاء، ودول المحور، كما أنها الحرب الأوسع في التاريخ، وشارك فيها بصورة مباشرة أكثر من 100 مليون شخص من أكثر من 30 بلدًا، وقد وضعت الدول الرئيسية كافة قدراتها العسكرية والاقتصادية والصناعية والعلمية في خدمة المجهود الحربي.,متى انتهت الحرب العالمية الثانية؟,"{'text': array(['الثاني من سبتمبر عام 1945،'], dtype=object), 'answer_start': array([92], dtype=int32)}"
41119045234,الحرب العالمية الثانية,الحرب العالمية الثانية هي حرب دولية بدأت في الأول من سبتمبر من عام 1939 في أوروبا وانتهت في الثاني من سبتمبر عام 1945، شاركت فيه الغالبية العظمى من دول العالم منها الدول العظمى في حلفين عسكريين متنازعين هما: قوات الحلفاء، ودول المحور، كما أنها الحرب الأوسع في التاريخ، وشارك فيها بصورة مباشرة أكثر من 100 مليون شخص من أكثر من 30 بلدًا، وقد وضعت الدول الرئيسية كافة قدراتها العسكرية والاقتصادية والصناعية والعلمية في خدمة المجهود الحربي.,كم بلد شارك في الحرب العالمية الثانية؟,"{'text': array(['أكثر من 30 بلدًا،'], dtype=object), 'answer_start': array([318], dtype=int32)}"
5.73562E+11,الحرب العالمية الثانية,الحرب العالمية الثانية هي حرب دولية بدأت في الأول من سبتمبر من عام 1939 في أوروبا وانتهت في الثاني من سبتمبر عام 1945، شاركت فيه الغالبية العظمى من دول العالم منها الدول العظمى في حلفين عسكريين متنازعين هما: قوات الحلفاء، ودول المحور، كما أنها الحرب الأوسع في التاريخ، وشارك فيها بصورة مباشرة أكثر من 100 مليون شخص من أكثر من 30 بلدًا، وقد وضعت الدول الرئيسية كافة قدراتها العسكرية والاقتصادية والصناعية والعلمية في خدمة المجهود الحربي. تميزت الحرب العالمية الثانية بعدد كبير من القتلى المدنيين، القصف الاستراتيجي الذي أودى بحياة حوالي مليون شخص، ومنه القنبلتان الذريتان اللتان ألقيتا على هيروشيما وناغازاكي، أدت الحرب إلى وقوع ما بين 50 و85 مليون قتيل حسب التقديرات؛ لذلك تعد الحرب العالمية الثانية أكثر الحروب دموية في تاريخ البشرية.,ما هو عدد القتلى نتيجة الحرب العالمية الثانية؟,"{'text': array(['ما بين 50 و85 مليون قتيل'], dtype=object), 'answer_start': array([628], dtype=int32)}"
4.07763E+11,الحرب العالمية الثانية,الحرب العالمية الثانية هي حرب دولية بدأت في الأول من سبتمبر من عام 1939 في أوروبا وانتهت في الثاني من سبتمبر عام 1945، شاركت فيه الغالبية العظمى من دول العالم منها الدول العظمى في حلفين عسكريين متنازعين هما: قوات الحلفاء، ودول المحور، كما أنها الحرب الأوسع في التاريخ، وشارك فيها بصورة مباشرة أكثر من 100 مليون شخص من أكثر من 30 بلدًا، وقد وضعت الدول الرئيسية كافة قدراتها العسكرية والاقتصادية والصناعية والعلمية في خدمة المجهود الحربي. تميزت الحرب العالمية الثانية بعدد كبير من القتلى المدنيين، القصف الاستراتيجي الذي أودى بحياة حوالي مليون شخص، ومنه القنبلتان الذريتان اللتان ألقيتا على هيروشيما وناغازاكي، أدت الحرب إلى وقوع ما بين 50 و85 مليون قتيل حسب التقديرات؛ لذلك تعد الحرب العالمية الثانية أكثر الحروب دموية في تاريخ البشرية.,ما هما المدينتان اللتان ألقيت عليهما القنبلتان الذريتان؟,"{'text': array(['هيروشيما وناغازاكي،'], dtype=object), 'answer_start': array([589], dtype=int32)}"
2.31444E+11,الحرب العالمية الثانية,الحرب العالمية الثانية هي حرب دولية بدأت في الأول من سبتمبر من عام 1939 في أوروبا وانتهت في الثاني من سبتمبر عام 1945، شاركت فيه الغالبية العظمى من دول العالم منها الدول العظمى في حلفين عسكريين متنازعين هما: قوات الحلفاء، ودول المحور، كما أنها الحرب الأوسع في التاريخ، وشارك فيها بصورة مباشرة أكثر من 100 مليون شخص من أكثر من 30 بلدًا، وقد وضعت الدول الرئيسية كافة قدراتها العسكرية والاقتصادية والصناعية والعلمية في خدمة المجهود الحربي. تميزت الحرب العالمية الثانية بعدد كبير من القتلى المدنيين، القصف الاستراتيجي الذي أودى بحياة حوالي مليون شخص، ومنه القنبلتان الذريتان اللتان ألقيتا على هيروشيما وناغازاكي، أدت الحرب إلى وقوع ما بين 50 و85 مليون قتيل حسب التقديرات؛ لذلك تعد الحرب العالمية الثانية أكثر الحروب دموية في تاريخ البشرية.,ما هو عدد القتلى نتيجة القصف الإستراتيجي؟,"{'text': array(['حوالي مليون شخص،'], dtype=object), 'answer_start': array([530], dtype=int32)}"
6.44503E+11,الحرب العالمية الثانية,كانت الإمبراطورية اليابانية قد أعلنت الحرب على جمهورية الصين في 7 يوليو 1937، حيث هدفت إلى السيطرة على آسيا والمحيط الهادي، إلا أن البداية الفعلية للحرب تعتبر في الأول من سبتمبر عام 1939، وذلك عندما قامت ألمانيا باجتياح بولندا، وتوالت بعدها إعلانات الحرب على ألمانيا من قبل فرنسا والمملكة المتحدة. ومن أواخر عام 1939 إلى أوائل عام 1941، سيطرت ألمانيا النازية على مساحة واسعة من قارة أوروبا بعد سلسلة من الحملات العسكرية، وشكلت تحالف دول المحور مع إيطاليا واليابان، كما اتفقت مع الاتحاد السوفييتي على تقاسم الأراضي المجاورة لهما: بولندا، وفنلندا، ورومانيا، ودول البلطيق. بقيت المعركة الأساسية في الحرب هي بين دول المحور من جهة، والمملكة المتحدة إلى جانب دول الكومنولث من جهة أخرى، إضافة إلى حملة في شمال إفريقيا وحملة أخرى في شرق أفريقيا، إضافة إلى معركة برلين الجوية وقصف لندن، وحملة البلقان، ومعركة المحيط الأطلسي. وفي يونيو 1941، قام تحالف دول المحور بغزو الاتحاد السوفييتي فيما يعرف بعملية بارباروسا، ما أدى إلى إشعال الجبهة الشرقية، وهي أكبر مسرح للحرب في التاريخ، ما جعل كبرى دول المحور في حرب استنزاف، وقامت اليابان في ديسمبر 1941 بالهجوم على ميناء بيرل هاربر، كما هاجمت منطقة ملايا البريطانية في المحيط الهادي، فسيطرت سريعًا على جزء كبير من غرب المحيط الهادي.,متى اعلنت الإمبراطورية اليابانية الحرب على جمهورية الصين؟,"{'text': array(['7 يوليو 1937،'], dtype=object), 'answer_start': array([64], dtype=int32)}"
5.38683E+11,الحرب العالمية الثانية,كانت الإمبراطورية اليابانية قد أعلنت الحرب على جمهورية الصين في 7 يوليو 1937، حيث هدفت إلى السيطرة على آسيا والمحيط الهادي، إلا أن البداية الفعلية للحرب تعتبر في الأول من سبتمبر عام 1939، وذلك عندما قامت ألمانيا باجتياح بولندا، وتوالت بعدها إعلانات الحرب على ألمانيا من قبل فرنسا والمملكة المتحدة. ومن أواخر عام 1939 إلى أوائل عام 1941، سيطرت ألمانيا النازية على مساحة واسعة من قارة أوروبا بعد سلسلة من الحملات العسكرية، وشكلت تحالف دول المحور مع إيطاليا واليابان، كما اتفقت مع الاتحاد السوفييتي على تقاسم الأراضي المجاورة لهما: بولندا، وفنلندا، ورومانيا، ودول البلطيق. بقيت المعركة الأساسية في الحرب هي بين دول المحور من جهة، والمملكة المتحدة إلى جانب دول الكومنولث من جهة أخرى، إضافة إلى حملة في شمال إفريقيا وحملة أخرى في شرق أفريقيا، إضافة إلى معركة برلين الجوية وقصف لندن، وحملة البلقان، ومعركة المحيط الأطلسي. وفي يونيو 1941، قام تحالف دول المحور بغزو الاتحاد السوفييتي فيما يعرف بعملية بارباروسا، ما أدى إلى إشعال الجبهة الشرقية، وهي أكبر مسرح للحرب في التاريخ، ما جعل كبرى دول المحور في حرب استنزاف، وقامت اليابان في ديسمبر 1941 بالهجوم على ميناء بيرل هاربر، كما هاجمت منطقة ملايا البريطانية في المحيط الهادي، فسيطرت سريعًا على جزء كبير من غرب المحيط الهادي.,متى سيطرت المانيا النازية على مساحة واسعة من قارة أوروبا؟,"{'text': array(['ومن أواخر عام 1939 إلى أوائل عام 1941،'], dtype=object), 'answer_start': array([298], dtype=int32)}"
4.08499E+11,الحرب العالمية الثانية,كانت الإمبراطورية اليابانية قد أعلنت الحرب على جمهورية الصين في 7 يوليو 1937، حيث هدفت إلى السيطرة على آسيا والمحيط الهادي، إلا أن البداية الفعلية للحرب تعتبر في الأول من سبتمبر عام 1939، وذلك عندما قامت ألمانيا باجتياح بولندا، وتوالت بعدها إعلانات الحرب على ألمانيا من قبل فرنسا والمملكة المتحدة. ومن أواخر عام 1939 إلى أوائل عام 1941، سيطرت ألمانيا النازية على مساحة واسعة من قارة أوروبا بعد سلسلة من الحملات العسكرية، وشكلت تحالف دول المحور مع إيطاليا واليابان، كما اتفقت مع الاتحاد السوفييتي على تقاسم الأراضي المجاورة لهما: بولندا، وفنلندا، ورومانيا، ودول البلطيق. بقيت المعركة الأساسية في الحرب هي بين دول المحور من جهة، والمملكة المتحدة إلى جانب دول الكومنولث من جهة أخرى، إضافة إلى حملة في شمال إفريقيا وحملة أخرى في شرق أفريقيا، إضافة إلى معركة برلين الجوية وقصف لندن، وحملة البلقان، ومعركة المحيط الأطلسي. وفي يونيو 1941، قام تحالف دول المحور بغزو الاتحاد السوفييتي فيما يعرف بعملية بارباروسا، ما أدى إلى إشعال الجبهة الشرقية، وهي أكبر مسرح للحرب في التاريخ، ما جعل كبرى دول المحور في حرب استنزاف، وقامت اليابان في ديسمبر 1941 بالهجوم على ميناء بيرل هاربر، كما هاجمت منطقة ملايا البريطانية في المحيط الهادي، فسيطرت سريعًا على جزء كبير من غرب المحيط الهادي.,ما هي الأراضي التي اتفقت المانيا و الإتحاد السوفييتي على تقاسمها؟,"{'text': array(['بولندا، وفنلندا، ورومانيا، ودول البلطيق.'], dtype=object), 'answer_start': array([529], dtype=int32)}"
3.7903E+11,كأس العالم 2018,كأس العالم 2018 هي البطولة الحادية والعشرون من بطولات كأس العالم لفرق الرجال الوطنية، والمقامة تحت رعاية الاتحاد الدولي لكرة القدم، وقد استضافتها روسيا في الفترة ما بين 14 يونيو ولغاية 15 يوليو من عام 2018. حيث استطاعت روسيا الفوز بشرف استضافة البطولة بعد قرار الاتحاد الدولي لكرة القدم المُعْلن عنه في 2 ديسمبر 2010. حيث استطاعت روسيا التغلب على 3 ترشيحات بالمجمل، فتغلبت على ترشيح مشترك بين إسبانيا والبرتغال، وتغلبت كذلك على ترشيح مشترك أيضاً بين هولندا وبلجيكا، وترشيح وحيد لإنجلترا.,أين أقيم كأس العالم 2018؟,"{'text': array(['روسيا'], dtype=object), 'answer_start': array([146], dtype=int32)}"
2.15782E+11,كأس العالم 2018,كأس العالم 2018 هي البطولة الحادية والعشرون من بطولات كأس العالم لفرق الرجال الوطنية، والمقامة تحت رعاية الاتحاد الدولي لكرة القدم، وقد استضافتها روسيا في الفترة ما بين 14 يونيو ولغاية 15 يوليو من عام 2018. حيث استطاعت روسيا الفوز بشرف استضافة البطولة بعد قرار الاتحاد الدولي لكرة القدم المُعْلن عنه في 2 ديسمبر 2010. حيث استطاعت روسيا التغلب على 3 ترشيحات بالمجمل، فتغلبت على ترشيح مشترك بين إسبانيا والبرتغال، وتغلبت كذلك على ترشيح مشترك أيضاً بين هولندا وبلجيكا، وترشيح وحيد لإنجلترا.,متى أقيم كأس العالم 2018؟,"{'text': array(['14 يونيو ولغاية 15 يوليو من عام 2018.'], dtype=object), 'answer_start': array([169], dtype=int32)}"
